Date,Open,High,Low,Close,Volume
2020-01-02,84.9000015258789,86.13999938964844,84.34200286865234,86.052001953125,47660500
2020-01-03,88.0999984741211,90.80000305175781,87.38400268554688,88.60199737548828,88892500
2020-01-06,88.09400177001953,90.31199645996094,88.0,90.30799865722656,50665000
2020-01-07,92.27999877929688,94.32599639892578,90.6719970703125,93.81199645996094,89410500
2020-01-08,94.73999786376953,99.697998046875,93.64600372314453,98.4280014038086,155721500
2020-01-09,99.41999816894531,99.76000213623047,94.5739974975586,96.26799774169922,142202000
2020-01-10,96.35800170898438,96.98799896240234,94.73999786376953,95.62999725341797,64797500
2020-01-13,98.69999694824219,105.1259994506836,98.4000015258789,104.97200012207031,132588000
2020-01-14,108.85199737548828,109.48200225830078,104.9800033569336,107.58399963378906,144981000
2020-01-15,105.9520034790039,107.56800079345703,103.35800170898438,103.69999694824219,86844000
2020-01-16,98.75,102.89199829101562,98.43399810791016,102.697998046875,108683500
2020-01-17,101.52200317382812,103.13400268554688,100.63200378417969,102.0999984741211,68145500
2020-01-21,106.05000305175781,109.71600341796875,105.68199920654297,109.44000244140625,89017500
2020-01-22,114.37799835205078,118.9000015258789,111.81999969482422,113.91200256347656,156845000
2020-01-23,112.8499984741211,116.4000015258789,111.12000274658203,114.44000244140625,98255000
2020-01-24,114.1259994506836,114.77200317382812,110.85199737548828,112.96399688720703,71768000
2020-01-27,108.39800262451172,112.88800048828125,107.85600280761719,111.60399627685547,68040500
2020-01-28,113.697998046875,115.36199951171875,111.61599731445312,113.37999725341797,58942500
2020-01-29,115.13800048828125,117.95999908447266,113.48600006103516,116.197998046875,89007500
2020-01-30,126.48400115966797,130.17599487304688,123.5999984741211,128.16200256347656,145028500
2020-01-31,128.0,130.60000610351562,126.50399780273438,130.11399841308594,78596500
2020-02-03,134.73800659179688,157.22799682617188,134.70399475097656,156.0,235325000
2020-02-04,176.5919952392578,193.79800415039062,166.7760009765625,177.41200256347656,304694000
2020-02-05,164.65199279785156,169.1959991455078,140.82200622558594,146.94000244140625,242119000
2020-02-06,139.98399353027344,159.16600036621094,137.39999389648438,149.79200744628906,199404000
2020-02-07,146.11000061035156,153.9499969482422,146.0,149.61399841308594,85317500
2020-02-10,160.0,163.9980010986328,150.47999572753906,154.25599670410156,123446000
2020-02-11,153.75799560546875,156.70199584960938,151.60000610351562,154.87600708007812,58487500
2020-02-12,155.57400512695312,157.9499969482422,152.6739959716797,153.45799255371094,60112500
2020-02-13,148.3679962158203,163.60000610351562,147.0,160.8000030517578,131446500
2020-02-14,157.44400024414062,162.593994140625,157.10000610351562,160.00599670410156,78468500
2020-02-18,168.32000732421875,172.0,166.4720001220703,171.67999267578125,81908500
2020-02-19,184.6999969482422,188.95599365234375,180.20399475097656,183.48399353027344,127115000
2020-02-20,182.38999938964844,182.39999389648438,171.98800659179688,179.8820037841797,88174500
2020-02-21,181.39599609375,182.61199951171875,176.08999633789062,180.1999969482422,71574000
2020-02-24,167.8000030517578,172.6999969482422,164.44000244140625,166.75799560546875,75961000
2020-02-25,169.8000030517578,171.32000732421875,157.39999389648438,159.98199462890625,86452500
2020-02-26,156.5,162.66200256347656,155.2220001220703,155.75999450683594,70427500
2020-02-27,146.0,147.95399475097656,133.8000030517578,135.8000030517578,121386000
2020-02-28,125.94000244140625,138.10400390625,122.30400085449219,133.59800720214844,121114500
2020-03-02,142.2519989013672,148.73800659179688,137.33399963378906,148.7239990234375,100975000
2020-03-03,161.0,161.39599609375,143.2220001220703,149.1020050048828,128920000
2020-03-04,152.79200744628906,153.3040008544922,144.9459991455078,149.89999389648438,75245000
2020-03-05,144.75399780273438,149.14999389648438,143.61399841308594,144.9080047607422,54263500
2020-03-06,138.0,141.39999389648438,136.85400390625,140.6959991455078,63314500
2020-03-09,121.0780029296875,132.60000610351562,121.0,121.5999984741211,85368500
2020-03-10,131.88600158691406,133.60000610351562,121.5999984741211,129.0659942626953,77972000
2020-03-11,128.0399932861328,130.71600341796875,122.5999984741211,126.84600067138672,66612500
2020-03-12,116.1780014038086,118.9000015258789,109.25,112.11000061035156,94545500
2020-03-13,119.0,121.51399993896484,100.4000015258789,109.3239974975586,113201500
2020-03-16,93.9000015258789,98.9739990234375,88.43399810791016,89.01399993896484,102447500
2020-03-17,88.00199890136719,94.37000274658203,79.19999694824219,86.04000091552734,119973000
2020-03-18,77.80000305175781,80.97200012207031,70.10199737548828,72.24400329589844,118931000
2020-03-19,74.94000244140625,90.4000015258789,71.69200134277344,85.52799987792969,150977500
2020-03-20,87.63999938964844,95.4000015258789,85.15799713134766,85.50599670410156,141427500
2020-03-23,86.72000122070312,88.4000015258789,82.0999984741211,86.85800170898438,82272500
2020-03-24,95.45999908447266,102.73799896240234,94.80000305175781,101.0,114476000
2020-03-25,109.05000305175781,111.4000015258789,102.22200012207031,107.8499984741211,106113500
2020-03-26,109.47799682617188,112.0,102.44999694824219,105.63200378417969,86903500
2020-03-27,101.0,105.16000366210938,98.80599975585938,102.87200164794922,71887000
2020-03-30,102.052001953125,103.33000183105469,98.24600219726562,100.4260025024414,59990500
2020-03-31,100.25,108.59200286865234,99.4000015258789,104.80000305175781,88857500
2020-04-01,100.80000305175781,102.79000091552734,95.0199966430664,96.31199645996094,66766000
2020-04-02,96.20600128173828,98.85199737548828,89.27999877929688,90.89399719238281,99292000
2020-04-03,101.9000015258789,103.0979995727539,93.6780014038086,96.00199890136719,112810500
2020-04-06,102.23999786376953,104.19999694824219,99.59200286865234,103.24800109863281,74509000
2020-04-07,109.0,113.0,106.46800231933594,109.08999633789062,89599000
2020-04-08,110.83999633789062,111.44200134277344,106.66600036621094,109.76799774169922,63280000
2020-04-09,112.41799926757812,115.03600311279297,111.4219970703125,114.5999984741211,68250000
2020-04-13,118.03199768066406,130.39999389648438,116.10600280761719,130.19000244140625,112377000
2020-04-14,139.79400634765625,148.37600708007812,138.48599243164062,141.97799682617188,152882500
2020-04-15,148.39999389648438,150.62600708007812,142.0,145.96600341796875,117885000
2020-04-16,143.38800048828125,151.88999938964844,141.343994140625,149.04200744628906,103289500
2020-04-17,154.45599365234375,154.99000549316406,149.53199768066406,150.7779998779297,65641000
2020-04-20,146.5399932861328,153.11399841308594,142.44200134277344,149.27200317382812,73733000
2020-04-21,146.0240020751953,150.66600036621094,134.75799560546875,137.343994140625,101045500
2020-04-22,140.79600524902344,146.8000030517578,137.74200439453125,146.4219970703125,70827500
2020-04-23,145.52000427246094,146.8000030517578,140.62600708007812,141.12600708007812,66183500
2020-04-24,142.16200256347656,146.14599609375,139.63600158691406,145.02999877929688,66060000
2020-04-27,147.52200317382812,159.8979949951172,147.0,159.75,103407000
2020-04-28,159.1280059814453,161.0,151.33799743652344,153.82400512695312,76110000
2020-04-29,158.03399658203125,160.63999938964844,156.6320037841797,160.1020050048828,81080000
2020-04-30,171.03799438476562,173.96400451660156,152.6999969482422,156.37600708007812,142359500
2020-05-01,151.0,154.5540008544922,136.60800170898438,140.26400756835938,162659000
2020-05-04,140.1999969482422,152.39999389648438,139.60000610351562,152.23800659179688,96185500
2020-05-05,157.95799255371094,159.78399658203125,152.43600463867188,153.64199829101562,84958500
2020-05-06,155.3000030517578,157.9600067138672,152.2220001220703,156.51600646972656,55616000
2020-05-07,155.44200134277344,159.27999877929688,154.47000122070312,156.00799560546875,57638500
2020-05-08,158.75399780273438,164.8000030517578,157.40199279785156,163.88400268554688,80432500
2020-05-11,158.1020050048828,164.8000030517578,157.0,162.25799560546875,82598000
2020-05-12,165.39999389648438,168.6580047607422,161.60000610351562,161.8820037841797,79534500
2020-05-13,164.16600036621094,165.1999969482422,152.66000366210938,158.19200134277344,95327500
2020-05-14,156.0,160.6719970703125,152.8000030517578,160.66600036621094,68411000
2020-05-15,158.07000732421875,161.00999450683594,157.30999755859375,159.83399963378906,52592000
2020-05-18,165.55599975585938,166.94400024414062,160.7760009765625,162.7259979248047,58329000
2020-05-19,163.03399658203125,164.41400146484375,161.21600341796875,161.6020050048828,48182500
2020-05-20,164.10000610351562,165.1999969482422,162.36000061035156,163.11199951171875,36546500
2020-05-21,163.1999969482422,166.5,159.1999969482422,165.52000427246094,61273000
2020-05-22,164.4340057373047,166.3560028076172,162.39999389648438,163.37600708007812,49937500
2020-05-26,166.89999389648438,166.9199981689453,163.14199829101562,163.7740020751953,40448500
2020-05-27,164.1719970703125,165.54200744628906,157.0,164.04600524902344,57747500
2020-05-28,162.70199584960938,164.9499969482422,160.33799743652344,161.16200256347656,36278000
2020-05-29,161.75,167.0,160.8419952392578,167.0,58822500
2020-06-01,171.60000610351562,179.8000030517578,170.82000732421875,179.6199951171875,74697500
2020-06-02,178.94000244140625,181.73199462890625,174.1999969482422,176.31199645996094,67828000
2020-06-03,177.62399291992188,179.58799743652344,176.02000427246094,176.5919952392578,39747500
2020-06-04,177.9759979248047,179.14999389648438,171.68800354003906,172.87600708007812,44438500
2020-06-05,175.5679931640625,177.3040008544922,173.24000549316406,177.1320037841797,39059500
